"Id
===
Id
===
int-c","名字
===
Name
===
string-c","描述
===
Desc
===
string-c","图像512
===
Icon512
===
string-c","图像256
===
Icon256
===
string-c","图像128
===
Icon128
===
string-c","图像64
===
Icon64
===
string-c","图像32
===
Icon32
===
string-c","模型主题文件
===
ModelBodyFile
===
string-c","模型网格文件
===
ModelMeshFile
===
string-c","材质文件0
===
MaterialFiles0
===
string-c","材质文件1
===
MaterialFiles1
===
string-c","材质文件2
===
MaterialFiles2
===
string-c","特效0.特效挂载点
===
Effects0.Point
===
string-c","特效0.特效文件
===
Effects0.File
===
string-c","特效1.特效挂载点
===
Effects1.Point
===
string-c","特效1.特效文件
===
Effects1.File
===
string-c","特效2.特效挂载点
===
Effects2.Point
===
string-c","特效2.特效文件
===
Effects2.File
===
string-c","缩放百分比
===
ScalePercent
===
float-c","模型长度
===
Lenght
===
float-c","模型宽度
===
Width
===
float-c","模型高度
===
Hight
===
float-c","动作ID
===
ActionId
===
int-c","移动半径
===
NavRange
===
float-c","碰撞半径
===
ColliderRange
===
float-c","碰撞高度
===
ColliderHight
===
float-c","被击音效0
===
BeHitSound0
===
int-c","被击音效1
===
BeHitSound1
===
int-c","被击音效2
===
BeHitSound2
===
int-c","被击音效3
===
BeHitSound3
===
int-c","行走音效
===
MoveSound
===
int-c"
1291,武将经验17,武将经验17,ExpItem_017,ExpItem_017,ExpItem_017,ExpItem_017,ExpItem_017,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1292,武将经验18,武将经验18,ExpItem_018,ExpItem_018,ExpItem_018,ExpItem_018,ExpItem_018,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1293,武将经验19,武将经验19,ExpItem_019,ExpItem_019,ExpItem_019,ExpItem_019,ExpItem_019,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1294,武将经验20,武将经验20,ExpItem_020,ExpItem_020,ExpItem_020,ExpItem_020,ExpItem_020,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1295,怒眉宝镜,怒眉宝镜,FB_000,FB_000,FB_000,FB_000,FB_000,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1296,银凌仙衣,银凌仙衣,FB_001,FB_001,FB_001,FB_001,FB_001,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1297,龙夕火,龙夕火,FB_002,FB_002,FB_002,FB_002,FB_002,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1298,兜率灵炎,兜率灵炎,FB_003,FB_003,FB_003,FB_003,FB_003,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1299,山河社稷图,山河社稷图,FB_004,FB_004,FB_004,FB_004,FB_004,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1300,鬼面镜,鬼面镜,FB_005,FB_005,FB_005,FB_005,FB_005,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1301,北极火,北极火,FB_006,FB_006,FB_006,FB_006,FB_006,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1302,呐魂纱,呐魂纱,FB_007,FB_007,FB_007,FB_007,FB_007,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1303,皓天镜,皓天镜,FB_008,FB_008,FB_008,FB_008,FB_008,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1304,八面驭风屏,八面驭风屏,FB_009,FB_009,FB_009,FB_009,FB_009,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1305,五云锁仙屏,五云锁仙屏,FB_010,FB_010,FB_010,FB_010,FB_010,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1306,天旋神纱,天旋神纱,FB_011,FB_011,FB_011,FB_011,FB_011,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1307,冰银环,冰银环,FB_012,FB_012,FB_012,FB_012,FB_012,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1308,天心双环,天心双环,FB_013,FB_013,FB_013,FB_013,FB_013,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1309,通天神火柱,通天神火柱,FB_014,FB_014,FB_014,FB_014,FB_014,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1310,风火蒲团,风火蒲团,FB_015,FB_015,FB_015,FB_015,FB_015,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1311,如意乾坤袋,如意乾坤袋,FB_016,FB_016,FB_016,FB_016,FB_016,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1312,紫薇天庭甲,紫薇天庭甲,FB_017,FB_017,FB_017,FB_017,FB_017,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1313,白玉金刚镯,白玉金刚镯,FB_018,FB_018,FB_018,FB_018,FB_018,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1314,紫云落影环,紫云落影环,FB_019,FB_019,FB_019,FB_019,FB_019,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1315,玉心环,玉心环,FB_020,FB_020,FB_020,FB_020,FB_020,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1316,天王镜,天王镜,FB_021,FB_021,FB_021,FB_021,FB_021,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1317,五光石,五光石,FB_022,FB_022,FB_022,FB_022,FB_022,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1318,龙王镜,龙王镜,FB_023,FB_023,FB_023,FB_023,FB_023,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1319,幻空幛,幻空幛,FB_024,FB_024,FB_024,FB_024,FB_024,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1320,玄冰烈火鼎,玄冰烈火鼎,FB_025,FB_025,FB_025,FB_025,FB_025,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1321,神雷鉴,神雷鉴,FB_026,FB_026,FB_026,FB_026,FB_026,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1322,金砖,金砖,FB_027,FB_027,FB_027,FB_027,FB_027,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1323,纯阳真火,纯阳真火,FB_028,FB_028,FB_028,FB_028,FB_028,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1324,四象宝塔,四象宝塔,FB_029,FB_029,FB_029,FB_029,FB_029,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1325,八角鉴,八角鉴,FB_030,FB_030,FB_030,FB_030,FB_030,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1326,天蝉纱,天蝉纱,FB_031,FB_031,FB_031,FB_031,FB_031,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1327,琉璃瓶,琉璃瓶,FB_032,FB_032,FB_032,FB_032,FB_032,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1328,冰离炎,冰离炎,FB_033,FB_033,FB_033,FB_033,FB_033,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1329,反影镜,反影镜,FB_034,FB_034,FB_034,FB_034,FB_034,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1330,七方炎,七方炎,FB_035,FB_035,FB_035,FB_035,FB_035,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1331,皓月冰精,皓月冰精,FB_036,FB_036,FB_036,FB_036,FB_036,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1332,青火,青火,FB_037,FB_037,FB_037,FB_037,FB_037,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1333,招妖幡,招妖幡,FB_038,FB_038,FB_038,FB_038,FB_038,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1334,番天印,番天印,FB_039,FB_039,FB_039,FB_039,FB_039,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1335,三宝玉如意,三宝玉如意,FB_040,FB_040,FB_040,FB_040,FB_040,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1336,太极符印,太极符印,FB_041,FB_041,FB_041,FB_041,FB_041,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1337,金身环,金身环,FB_042,FB_042,FB_042,FB_042,FB_042,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1338,琵琶,琵琶,FB_043,FB_043,FB_043,FB_043,FB_043,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1339,缚妖索,缚妖索,FB_044,FB_044,FB_044,FB_044,FB_044,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1340,六阳神火鉴,六阳神火鉴,FB_045,FB_045,FB_045,FB_045,FB_045,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1341,紫华炎,紫华炎,FB_046,FB_046,FB_046,FB_046,FB_046,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1342,天音鉴,天音鉴,FB_047,FB_047,FB_047,FB_047,FB_047,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1343,墨火,墨火,FB_048,FB_048,FB_048,FB_048,FB_048,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1344,盘古幡,盘古幡,FB_049,FB_049,FB_049,FB_049,FB_049,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1345,冲天幛,冲天幛,FB_050,FB_050,FB_050,FB_050,FB_050,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1346,枯炎,枯炎,FB_051,FB_051,FB_051,FB_051,FB_051,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1347,黑雨镜,黑雨镜,FB_052,FB_052,FB_052,FB_052,FB_052,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1348,乾坤护命纱,乾坤护命纱,FB_053,FB_053,FB_053,FB_053,FB_053,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1349,混元伞,混元伞,FB_054,FB_054,FB_054,FB_054,FB_054,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1350,六阳烈炎,六阳烈炎,FB_055,FB_055,FB_055,FB_055,FB_055,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1351,天王甲,天王甲,FB_056,FB_056,FB_056,FB_056,FB_056,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1352,潜龙令,潜龙令,FB_057,FB_057,FB_057,FB_057,FB_057,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1353,宝盒,宝盒,FB_058,FB_058,FB_058,FB_058,FB_058,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1354,斗魔真炎,斗魔真炎,FB_059,FB_059,FB_059,FB_059,FB_059,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1355,逆火屏,逆火屏,FB_060,FB_060,FB_060,FB_060,FB_060,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1356,天锋鉴 ,天锋鉴 ,FB_061,FB_061,FB_061,FB_061,FB_061,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1357,鬼面鉴,鬼面鉴,FB_062,FB_062,FB_062,FB_062,FB_062,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1358,水镜幛,水镜幛,FB_063,FB_063,FB_063,FB_063,FB_063,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1359,彩云环,彩云环,FB_064,FB_064,FB_064,FB_064,FB_064,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1360,花狐貂,花狐貂,FB_065,FB_065,FB_065,FB_065,FB_065,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1361,暗阳炎,暗阳炎,FB_066,FB_066,FB_066,FB_066,FB_066,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1362,散魂幛,散魂幛,FB_067,FB_067,FB_067,FB_067,FB_067,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1363,共工网,共工网,FB_068,FB_068,FB_068,FB_068,FB_068,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1364,彩云幛,彩云幛,FB_069,FB_069,FB_069,FB_069,FB_069,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1365,明月金刚目,明月金刚目,FB_070,FB_070,FB_070,FB_070,FB_070,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1366,双向屏,双向屏,FB_071,FB_071,FB_071,FB_071,FB_071,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1367,龙王甲,龙王甲,FB_072,FB_072,FB_072,FB_072,FB_072,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1368,三昧真火,三昧真火,FB_073,FB_073,FB_073,FB_073,FB_073,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1369,五雷合天幛,五雷合天幛,FB_074,FB_074,FB_074,FB_074,FB_074,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1370,心火,心火,FB_075,FB_075,FB_075,FB_075,FB_075,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1371,贝叶灵符,贝叶灵符,FB_076,FB_076,FB_076,FB_076,FB_076,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1372,紫金钵盂,紫金钵盂,FB_077,FB_077,FB_077,FB_077,FB_077,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1373,九子魂魄 ,九子魂魄 ,FB_078,FB_078,FB_078,FB_078,FB_078,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1374,黑火,黑火,FB_079,FB_079,FB_079,FB_079,FB_079,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1375,怒眉宝镜,怒眉宝镜,FBSP_000,FBSP_000,FBSP_000,FBSP_000,FBSP_000,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1376,银凌仙衣,银凌仙衣,FBSP_001,FBSP_001,FBSP_001,FBSP_001,FBSP_001,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1377,龙夕火,龙夕火,FBSP_002,FBSP_002,FBSP_002,FBSP_002,FBSP_002,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1378,兜率灵炎,兜率灵炎,FBSP_003,FBSP_003,FBSP_003,FBSP_003,FBSP_003,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1379,山河社稷图,山河社稷图,FBSP_004,FBSP_004,FBSP_004,FBSP_004,FBSP_004,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1380,鬼面镜,鬼面镜,FBSP_005,FBSP_005,FBSP_005,FBSP_005,FBSP_005,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1381,北极火,北极火,FBSP_006,FBSP_006,FBSP_006,FBSP_006,FBSP_006,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1382,呐魂纱,呐魂纱,FBSP_007,FBSP_007,FBSP_007,FBSP_007,FBSP_007,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1383,皓天镜,皓天镜,FBSP_008,FBSP_008,FBSP_008,FBSP_008,FBSP_008,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1384,八面驭风屏,八面驭风屏,FBSP_009,FBSP_009,FBSP_009,FBSP_009,FBSP_009,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1385,五云锁仙屏,五云锁仙屏,FBSP_010,FBSP_010,FBSP_010,FBSP_010,FBSP_010,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1386,天旋神纱,天旋神纱,FBSP_011,FBSP_011,FBSP_011,FBSP_011,FBSP_011,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1387,冰银环,冰银环,FBSP_012,FBSP_012,FBSP_012,FBSP_012,FBSP_012,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1388,天心双环,天心双环,FBSP_013,FBSP_013,FBSP_013,FBSP_013,FBSP_013,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1389,通天神火柱,通天神火柱,FBSP_014,FBSP_014,FBSP_014,FBSP_014,FBSP_014,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1390,风火蒲团,风火蒲团,FBSP_015,FBSP_015,FBSP_015,FBSP_015,FBSP_015,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1391,如意乾坤袋,如意乾坤袋,FBSP_016,FBSP_016,FBSP_016,FBSP_016,FBSP_016,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1392,紫薇天庭甲,紫薇天庭甲,FBSP_017,FBSP_017,FBSP_017,FBSP_017,FBSP_017,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1393,白玉金刚镯,白玉金刚镯,FBSP_018,FBSP_018,FBSP_018,FBSP_018,FBSP_018,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1394,紫云落影环,紫云落影环,FBSP_019,FBSP_019,FBSP_019,FBSP_019,FBSP_019,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1395,玉心环,玉心环,FBSP_020,FBSP_020,FBSP_020,FBSP_020,FBSP_020,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1396,天王镜,天王镜,FBSP_021,FBSP_021,FBSP_021,FBSP_021,FBSP_021,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1397,五光石,五光石,FBSP_022,FBSP_022,FBSP_022,FBSP_022,FBSP_022,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1398,龙王镜,龙王镜,FBSP_023,FBSP_023,FBSP_023,FBSP_023,FBSP_023,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1399,幻空幛,幻空幛,FBSP_024,FBSP_024,FBSP_024,FBSP_024,FBSP_024,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1400,玄冰烈火鼎,玄冰烈火鼎,FBSP_025,FBSP_025,FBSP_025,FBSP_025,FBSP_025,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1401,神雷鉴,神雷鉴,FBSP_026,FBSP_026,FBSP_026,FBSP_026,FBSP_026,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1402,金砖,金砖,FBSP_027,FBSP_027,FBSP_027,FBSP_027,FBSP_027,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
